,Country,Code,Year,Population
1872,Belize,BLZ,2011,330237.0
1873,Bermuda,BMU,2011,64564.0
1874,Bolivia,BOL,2011,10212954.0
1875,Brazil,BRA,2011,197514534.0
1876,Barbados,BRB,2011,282987.0
1877,Brunei Darussalam,BRN,2011,393688.0
1878,Bhutan,BTN,2011,693298.0
1879,Botswana,BWA,2011,2015402.0
1880,Central African Republic,CAF,2011,4418636.0
1881,Canada,CAN,2011,34339328.0
1882,Central Europe and the Baltics,CEB,2011,104174038.0
1883,Switzerland,CHE,2011,7912398.0
1884,Channel Islands,CHI,2011,160998.0
1885,Chile,CHL,2011,17233576.0
1886,China,CHN,2011,1344130000.0
1887,Cote d'Ivoire,CIV,2011,21028655.0
1888,Cameroon,CMR,2011,20906388.0
1889,"Congo, Dem. Rep.",COD,2011,66755153.0
1890,"Congo, Rep.",COG,2011,4394844.0
1891,Colombia,COL,2011,45663099.0
1892,Comoros,COM,2011,706569.0
1893,Cabo Verde,CPV,2011,498856.0
1894,Costa Rica,CRI,2011,4633086.0
1895,Caribbean small states,CSS,2011,7022387.0
1896,Cuba,CUB,2011,11236670.0
1897,Curacao,CUW,2011,150831.0
1898,Cayman Islands,CYM,2011,57878.0
1899,Cyprus,CYP,2011,1124833.0
1900,Czech Republic,CZE,2011,10496088.0
1901,Germany,DEU,2011,80274983.0
1902,Djibouti,DJI,2011,853674.0
1903,Dominica,DMA,2011,70916.0
1904,Denmark,DNK,2011,5570572.0
1905,Dominican Republic,DOM,2011,9813210.0
1906,Algeria,DZA,2011,36661444.0
1907,East Asia & Pacific (excluding high income),EAP,2011,1980035609.0
1908,Early-demographic dividend,EAR,2011,2951429048.0
1909,East Asia & Pacific,EAS,2011,2221673110.0
1910,Europe & Central Asia (excluding high income),ECA,2011,380165082.0
1911,Europe & Central Asia,ECS,2011,890162706.0
1912,Ecuador,ECU,2011,15243883.0
1913,"Egypt, Arab Rep.",EGY,2011,84529250.0
1914,Euro area,EMU,2011,335419643.0
1915,Eritrea,ERI,2011,3213972.0
1916,Spain,ESP,2011,46742697.0
1917,Estonia,EST,2011,1327439.0
1918,Ethiopia,ETH,2011,90139927.0
1919,European Union,EUU,2011,440746976.0
1920,Fragile and conflict affected situations,FCS,2011,633349420.0
1921,Finland,FIN,2011,5388272.0
1922,Fiji,FJI,2011,863449.0
1923,France,FRA,2011,65342780.0
1924,Faroe Islands,FRO,2011,47823.0
1925,"Micronesia, Fed. Sts.",FSM,2011,103450.0
1926,Gabon,GAB,2011,1684635.0
1927,United Kingdom,GBR,2011,63258810.0
1928,Georgia,GEO,2011,3756441.0
1929,Ghana,GHA,2011,25387710.0
1930,Gibraltar,GIB,2011,33612.0
1931,Guinea,GIN,2011,10420471.0
1932,"Gambia, The",GMB,2011,1848147.0
1933,Guinea-Bissau,GNB,2011,1562989.0
1934,Equatorial Guinea,GNQ,2011,986853.0
1935,Greece,GRC,2011,11104899.0
1936,Grenada,GRD,2011,106796.0
1937,Greenland,GRL,2011,56890.0
1938,Guatemala,GTM,2011,14521515.0
1939,Guam,GUM,2011,159692.0
1940,Guyana,GUY,2011,752028.0
1941,High income,HIC,2011,1184722247.0
1942,"Hong Kong SAR, China",HKG,2011,7071600.0
1943,Honduras,HND,2011,8480671.0
1944,Heavily indebted poor countries (HIPC),HPC,2011,641921311.0
1945,Croatia,HRV,2011,4280622.0
1946,Haiti,HTI,2011,10100320.0
1947,Hungary,HUN,2011,9971727.0
1948,IBRD only,IBD,2011,4471056276.0
1949,IDA & IBRD total,IBT,2011,5867932480.0
1950,IDA total,IDA,2011,1396876204.0
1951,IDA blend,IDB,2011,467268096.0
1952,Indonesia,IDN,2011,245116206.0
1953,IDA only,IDX,2011,929608108.0
1954,Isle of Man,IMN,2011,84886.0
1955,India,IND,2011,1250288729.0
1956,Not classified,INX,2011,
1957,Ireland,IRL,2011,4580084.0
1958,"Iran, Islamic Rep.",IRN,2011,74634956.0
1959,Iraq,IRQ,2011,30725300.0
1960,Iceland,ISL,2011,319014.0
1961,Israel,ISR,2011,7765800.0
1962,Italy,ITA,2011,59379449.0
1963,Jamaica,JAM,2011,2825929.0
1964,Jordan,JOR,2011,7663131.0
1965,Japan,JPN,2011,127833000.0
1966,Kazakhstan,KAZ,2011,16557201.0
1967,Kenya,KEN,2011,43178257.0
1968,Kyrgyz Republic,KGZ,2011,5514600.0
1969,Cambodia,KHM,2011,14541423.0
1970,Kiribati,KIR,2011,104728.0
1971,St. Kitts and Nevis,KNA,2011,49447.0
1972,"Korea, Rep.",KOR,2011,49936638.0
1973,Kuwait,KWT,2011,3168060.0
1974,Latin America & Caribbean (excluding high income),LAC,2011,565882120.0
1975,Lao PDR,LAO,2011,6347567.0
1976,Lebanon,LBN,2011,5202343.0
1977,Liberia,LBR,2011,4017443.0
1978,Libya,LBY,2011,6247439.0
1979,St. Lucia,LCA,2011,175544.0
1980,Latin America & Caribbean,LCN,2011,596538911.0
1981,Least developed countries: UN classification,LDC,2011,856472234.0
1982,Low income,LIC,2011,545266258.0
1983,Liechtenstein,LIE,2011,36293.0
1984,Sri Lanka,LKA,2011,20398670.0
1985,Lower middle income,LMC,2011,2588455505.0
1986,Low & middle income,LMY,2011,5818138357.0
1987,Lesotho,LSO,2011,2003787.0
1988,Late-demographic dividend,LTE,2011,2193830506.0
1989,Lithuania,LTU,2011,3028115.0
1990,Luxembourg,LUX,2011,518347.0
1991,Latvia,LVA,2011,2059709.0
1992,"Macao SAR, China",MAC,2011,550832.0
1993,St. Martin (French part),MAF,2011,37446.0
1994,Morocco,MAR,2011,32781850.0
1995,Monaco,MCO,2011,36024.0
1996,Moldova,MDA,2011,2859833.0
1997,Madagascar,MDG,2011,21743967.0
1998,Maldives,MDV,2011,380495.0
1999,Middle East & North Africa,MEA,2011,393944527.0
2000,Mexico,MEX,2011,115695473.0
2001,Marshall Islands,MHL,2011,56531.0
2002,Middle income,MIC,2011,5272872099.0
2003,North Macedonia,MKD,2011,2072487.0
2004,Mali,MLI,2011,15514591.0
2005,Malta,MLT,2011,416268.0
2006,Myanmar,MMR,2011,50990615.0
2007,Middle East & North Africa (excluding high income),MNA,2011,338814807.0
2008,Montenegro,MNE,2011,620079.0
2009,Mongolia,MNG,2011,2770362.0
2010,Northern Mariana Islands,MNP,2011,54012.0
2011,Mozambique,MOZ,2011,24187487.0
2012,Mauritania,MRT,2011,3598648.0
2013,Mauritius,MUS,2011,1252404.0
2014,Malawi,MWI,2011,14962112.0
2015,Malaysia,MYS,2011,28650955.0
2016,North America,NAC,2011,345960766.0
2017,Namibia,NAM,2011,2156701.0
2018,New Caledonia,NCL,2011,254350.0
2019,Niger,NER,2011,17114761.0
2020,Nigeria,NGA,2011,162805071.0
2021,Nicaragua,NIC,2011,5903039.0
2022,Netherlands,NLD,2011,16693074.0
2023,Norway,NOR,2011,4953088.0
2024,Nepal,NPL,2011,27041437.0
2025,Nauru,NRU,2011,10057.0
2026,New Zealand,NZL,2011,4384000.0
2027,OECD members,OED,2011,1294064382.0
2028,Oman,OMN,2011,3251108.0
2029,Other small states,OSS,2011,26647962.0
2030,Pakistan,PAK,2011,183340592.0
2031,Panama,PAN,2011,3706483.0
2032,Peru,PER,2011,29264318.0
2033,Philippines,PHL,2011,95570047.0
2034,Palau,PLW,2011,17745.0
2035,Papua New Guinea,PNG,2011,7472200.0
2036,Poland,POL,2011,38063255.0
2037,Pre-demographic dividend,PRE,2011,753326798.0
2038,Puerto Rico,PRI,2011,3678732.0
2039,"Korea, Dem. People’s Rep.",PRK,2011,24673385.0
2040,Portugal,PRT,2011,10557560.0
2041,Paraguay,PRY,2011,6333976.0
2042,West Bank and Gaza,PSE,2011,3882986.0
2043,Pacific island small states,PSS,2011,2241798.0
2044,Post-demographic dividend,PST,2011,1077815367.0
2045,French Polynesia,PYF,2011,267698.0
2046,Qatar,QAT,2011,2035871.0
2047,Romania,ROU,2011,20147528.0
2048,Russian Federation,RUS,2011,142960908.0
2049,Rwanda,RWA,2011,10293331.0
2050,South Asia,SAS,2011,1661534412.0
2051,Saudi Arabia,SAU,2011,28267685.0
2052,Sudan,SDN,2011,35349681.0
2053,Senegal,SEN,2011,13033809.0
2054,Singapore,SGP,2011,5183688.0
2055,Solomon Islands,SLB,2011,541521.0
2056,Sierra Leone,SLE,2011,6563240.0
2057,El Salvador,SLV,2011,6210568.0
2058,San Marino,SMR,2011,31661.0
2059,Somalia,SOM,2011,12376302.0
2060,Serbia,SRB,2011,7234099.0
2061,Sub-Saharan Africa (excluding high income),SSA,2011,891706327.0
2062,South Sudan,SSD,2011,9830698.0
2063,Sub-Saharan Africa,SSF,2011,893046172.0
2064,Small states,SST,2011,35912147.0
2065,Sao Tome and Principe,STP,2011,184524.0
2066,Suriname,SUR,2011,535179.0
2067,Slovak Republic,SVK,2011,5398384.0
2068,Slovenia,SVN,2011,2052843.0
2069,Sweden,SWE,2011,9449213.0
2070,Eswatini,SWZ,2011,1072032.0
2071,Sint Maarten (Dutch part),SXM,2011,33435.0
2072,Seychelles,SYC,2011,87441.0
2073,Syrian Arab Republic,SYR,2011,21082966.0
2074,Turks and Caicos Islands,TCA,2011,33377.0
2075,Chad,TCD,2011,12360989.0
2076,East Asia & Pacific (IDA & IBRD countries),TEA,2011,1955334267.0
2077,Europe & Central Asia (IDA & IBRD countries),TEC,2011,442656487.0
2078,Togo,TGO,2011,6595943.0
2079,Thailand,THA,2011,67518382.0
2080,Tajikistan,TJK,2011,7697510.0
2081,Turkmenistan,TKM,2011,5174085.0
2082,Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,580429321.0
2083,Timor-Leste,TLS,2011,1113151.0
2084,Middle East & North Africa (IDA & IBRD countries),TMN,2011,334931821.0
2085,Tonga,TON,2011,103562.0
2086,South Asia (IDA & IBRD),TSA,2011,1661534412.0
2087,Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,893046172.0
2088,Trinidad and Tobago,TTO,2011,1336178.0
2089,Tunisia,TUN,2011,10741880.0
2090,Turkey,TUR,2011,73443863.0
2091,Tuvalu,TUV,2011,10633.0
2092,Tanzania,TZA,2011,45673338.0
2093,Uganda,UGA,2011,33476919.0
2094,Ukraine,UKR,2011,45706086.0
2095,Upper middle income,UMC,2011,2684416594.0
2096,Uruguay,URY,2011,3368934.0
2097,United States,USA,2011,311556874.0
2098,Uzbekistan,UZB,2011,29339400.0
2099,St. Vincent and the Grenadines,VCT,2011,108316.0
2100,"Venezuela, RB",VEN,2011,28888369.0
2101,British Virgin Islands,VGB,2011,28319.0
2102,Virgin Islands (U.S.),VIR,2011,108292.0
2103,Vietnam,VNM,2011,88871561.0
2104,Vanuatu,VUT,2011,242653.0
2105,World,WLD,2011,7002860604.0
2106,Samoa,WSM,2011,187469.0
2107,Kosovo,XKX,2011,1791000.0
2108,"Yemen, Rep.",YEM,2011,23807588.0
2109,South Africa,ZAF,2011,52004172.0
2110,Zambia,ZMB,2011,14023193.0
2111,Zimbabwe,ZWE,2011,12894316.0
2112,Aruba,ABW,2012,102560.0
2113,Afghanistan,AFG,2012,31161376.0
2114,Angola,AGO,2012,25107931.0
2115,Albania,ALB,2012,2900401.0
2116,Andorra,AND,2012,82427.0
2117,Arab World,ARB,2012,371443547.0
2118,United Arab Emirates,ARE,2012,9141596.0
2119,Argentina,ARG,2012,41733271.0
2120,Armenia,ARM,2012,2884229.0
2121,American Samoa,ASM,2012,55667.0
2122,Antigua and Barbuda,ATG,2012,90409.0
2123,Australia,AUS,2012,22733465.0
2124,Austria,AUT,2012,8429991.0
2125,Azerbaijan,AZE,2012,9295784.0
2126,Burundi,BDI,2012,9245988.0
2127,Belgium,BEL,2012,11106932.0
2128,Benin,BEN,2012,9729248.0
2129,Burkina Faso,BFA,2012,16571246.0
2130,Bangladesh,BGD,2012,151007807.0
2131,Bulgaria,BGR,2012,7305888.0
2132,Bahrain,BHR,2012,1299943.0
2133,"Bahamas, The",BHS,2012,363584.0
2134,Bosnia and Herzegovina,BIH,2012,3604972.0
2135,Belarus,BLR,2012,9464495.0
2136,Belize,BLZ,2012,338000.0
2137,Bermuda,BMU,2012,64798.0
2138,Bolivia,BOL,2012,10377676.0
2139,Brazil,BRA,2012,199287296.0
2140,Barbados,BRB,2012,283700.0
2141,Brunei Darussalam,BRN,2012,398989.0
2142,Bhutan,BTN,2012,701583.0
2143,Botswana,BWA,2012,2039551.0
2144,Central African Republic,CAF,2012,4436415.0
2145,Canada,CAN,2012,34714222.0
2146,Central Europe and the Baltics,CEB,2012,103935318.0
2147,Switzerland,CHE,2012,7996861.0
2148,Channel Islands,CHI,2012,162056.0
2149,Chile,CHL,2012,17400347.0
2150,China,CHN,2012,1350695000.0
2151,Cote d'Ivoire,CIV,2012,21547188.0
2152,Cameroon,CMR,2012,21485266.0
2153,"Congo, Dem. Rep.",COD,2012,69020747.0
2154,"Congo, Rep.",COG,2012,4510198.0
2155,Colombia,COL,2012,46076848.0
2156,Comoros,COM,2012,723871.0
2157,Cabo Verde,CPV,2012,505235.0
2158,Costa Rica,CRI,2012,4688000.0
2159,Caribbean small states,CSS,2012,7072665.0
2160,Cuba,CUB,2012,11257101.0
2161,Curacao,CUW,2012,152088.0
2162,Cayman Islands,CYM,2012,58958.0
2163,Cyprus,CYP,2012,1135046.0
2164,Czech Republic,CZE,2012,10510785.0
2165,Germany,DEU,2012,80425823.0
2166,Djibouti,DJI,2012,868136.0
2167,Dominica,DMA,2012,70965.0
2168,Denmark,DNK,2012,5591572.0
2169,Dominican Republic,DOM,2012,9930911.0
2170,Algeria,DZA,2012,37383887.0
2171,East Asia & Pacific (excluding high income),EAP,2012,1994391099.0
2172,Early-demographic dividend,EAR,2012,2994364053.0
2173,East Asia & Pacific,EAS,2012,2236819053.0
2174,Europe & Central Asia (excluding high income),ECA,2012,382509766.0
2175,Europe & Central Asia,ECS,2012,893788642.0
2176,Ecuador,ECU,2012,15474102.0
2177,"Egypt, Arab Rep.",EGY,2012,86422240.0
2178,Euro area,EMU,2012,336159194.0
2179,Eritrea,ERI,2012,
2180,Spain,ESP,2012,46773055.0
2181,Estonia,EST,2012,1322696.0
2182,Ethiopia,ETH,2012,92726971.0
2183,European Union,EUU,2012,441395932.0
2184,Fragile and conflict affected situations,FCS,2012,649019820.0
2185,Finland,FIN,2012,5413971.0
2186,Fiji,FJI,2012,865069.0
2187,France,FRA,2012,65659809.0
2188,Faroe Islands,FRO,2012,47843.0
2189,"Micronesia, Fed. Sts.",FSM,2012,104506.0
2190,Gabon,GAB,2012,1749682.0
2191,United Kingdom,GBR,2012,63700215.0
2192,Georgia,GEO,2012,3728874.0
2193,Ghana,GHA,2012,25996449.0
2194,Gibraltar,GIB,2012,33646.0
2195,Guinea,GIN,2012,10652029.0
2196,"Gambia, The",GMB,2012,1905011.0
2197,Guinea-Bissau,GNB,2012,1604979.0
2198,Equatorial Guinea,GNQ,2012,1031191.0
2199,Greece,GRC,2012,11045011.0
2200,Grenada,GRD,2012,107446.0
2201,Greenland,GRL,2012,56810.0
2202,Guatemala,GTM,2012,14781942.0
2203,Guam,GUM,2012,159996.0
2204,Guyana,GUY,2012,755399.0
2205,High income,HIC,2012,1191504227.0
2206,"Hong Kong SAR, China",HKG,2012,7150100.0
2207,Honduras,HND,2012,8640691.0
2208,Heavily indebted poor countries (HIPC),HPC,2012,660193774.0
2209,Croatia,HRV,2012,4267558.0
2210,Haiti,HTI,2012,10250930.0
2211,Hungary,HUN,2012,9920362.0
2212,IBRD only,IBD,2012,4515492025.0
2213,IDA & IBRD total,IBT,2012,5943961722.0
2214,IDA total,IDA,2012,1428469697.0
2215,IDA blend,IDB,2012,478336539.0
2216,Indonesia,IDN,2012,248452413.0
2217,IDA only,IDX,2012,950133158.0
2218,Isle of Man,IMN,2012,84533.0
2219,India,IND,2012,1265782790.0
2220,Not classified,INX,2012,
2221,Ireland,IRL,2012,4599533.0
2222,"Iran, Islamic Rep.",IRN,2012,75539862.0
2223,Iraq,IRQ,2012,31890011.0
2224,Iceland,ISL,2012,320716.0
2225,Israel,ISR,2012,7910500.0
2226,Italy,ITA,2012,59539717.0
2227,Jamaica,JAM,2012,2842132.0
2228,Jordan,JOR,2012,8090872.0
2229,Japan,JPN,2012,127629000.0
2230,Kazakhstan,KAZ,2012,16792089.0
2231,Kenya,KEN,2012,44343410.0
2232,Kyrgyz Republic,KGZ,2012,5607200.0
2233,Cambodia,KHM,2012,14780454.0
2234,Kiribati,KIR,2012,106370.0
2235,St. Kitts and Nevis,KNA,2012,49887.0
2236,"Korea, Rep.",KOR,2012,50199853.0
2237,Kuwait,KWT,2012,3348853.0
2238,Latin America & Caribbean (excluding high income),LAC,2012,572224389.0
2239,Lao PDR,LAO,2012,6444530.0
2240,Lebanon,LBN,2012,5538634.0
2241,Liberia,LBR,2012,4135659.0
2242,Libya,LBY,2012,6285750.0
2243,St. Lucia,LCA,2012,176646.0
2244,Latin America & Caribbean,LCN,2012,603097381.0
2245,Least developed countries: UN classification,LDC,2012,876869863.0
2246,Low income,LIC,2012,559335524.0
2247,Liechtenstein,LIE,2012,36615.0
2248,Sri Lanka,LKA,2012,20425000.0
2249,Lower middle income,LMC,2012,2628465458.0
2250,Low & middle income,LMY,2012,5894259181.0
2251,Lesotho,LSO,2012,2014990.0
2252,Late-demographic dividend,LTE,2012,2206932754.0
2253,Lithuania,LTU,2012,2987773.0
2254,Luxembourg,LUX,2012,530946.0
2255,Latvia,LVA,2012,2034319.0
2256,"Macao SAR, China",MAC,2012,564039.0
2257,St. Martin (French part),MAF,2012,37009.0
2258,Morocco,MAR,2012,33241898.0
2259,Monaco,MCO,2012,36460.0
2260,Moldova,MDA,2012,2859458.0
2261,Madagascar,MDG,2012,22346641.0
2262,Maldives,MDV,2012,397237.0
2263,Middle East & North Africa,MEA,2012,401974219.0
2264,Mexico,MEX,2012,117274155.0
2265,Marshall Islands,MHL,2012,56717.0
2266,Middle income,MIC,2012,5334923657.0
2267,North Macedonia,MKD,2012,2074278.0
2268,Mali,MLI,2012,15979499.0
2269,Malta,MLT,2012,420028.0
2270,Myanmar,MMR,2012,51413698.0
2271,Middle East & North Africa (excluding high income),MNA,2012,345004009.0
2272,Montenegro,MNE,2012,620601.0
2273,Mongolia,MNG,2012,2824699.0
2274,Northern Mariana Islands,MNP,2012,54311.0
2275,Mozambique,MOZ,2012,24862648.0
2276,Mauritania,MRT,2012,3706554.0
2277,Mauritius,MUS,2012,1255882.0
2278,Malawi,MWI,2012,15396005.0
2279,Malaysia,MYS,2012,29068159.0
2280,North America,NAC,2012,348610010.0
2281,Namibia,NAM,2012,2194784.0
2282,New Caledonia,NCL,2012,259000.0
2283,Niger,NER,2012,17795191.0
2284,Nigeria,NGA,2012,167228767.0
2285,Nicaragua,NIC,2012,5982526.0
2286,Netherlands,NLD,2012,16754962.0
2287,Norway,NOR,2012,5018573.0
2288,Nepal,NPL,2012,26989862.0
2289,Nauru,NRU,2012,10279.0
2290,New Zealand,NZL,2012,4408100.0
2291,OECD members,OED,2012,1302076238.0
2292,Oman,OMN,2012,3498029.0
2293,Other small states,OSS,2012,27227319.0
2294,Pakistan,PAK,2012,187281475.0
2295,Panama,PAN,2012,3770624.0
2296,Peru,PER,2012,29506788.0
2297,Philippines,PHL,2012,97212638.0
2298,Palau,PLW,2012,17640.0
2299,Papua New Guinea,PNG,2012,7631002.0
2300,Poland,POL,2012,38063164.0
2301,Pre-demographic dividend,PRE,2012,775573001.0
2302,Puerto Rico,PRI,2012,3634488.0
2303,"Korea, Dem. People’s Rep.",PRK,2012,24800612.0
2304,Portugal,PRT,2012,10514844.0
2305,Paraguay,PRY,2012,6421512.0
2306,West Bank and Gaza,PSE,2012,3979998.0
2307,Pacific island small states,PSS,2012,2268708.0
2308,Post-demographic dividend,PST,2012,1082327434.0
2309,French Polynesia,PYF,2012,268998.0
2310,Qatar,QAT,2012,2196074.0
2311,Romania,ROU,2012,20058035.0
2312,Russian Federation,RUS,2012,143201721.0
2313,Rwanda,RWA,2012,10549678.0
2314,South Asia,SAS,2012,1683747130.0
2315,Saudi Arabia,SAU,2012,29155187.0
2316,Sudan,SDN,2012,36193783.0
2317,Senegal,SEN,2012,13401991.0
2318,Singapore,SGP,2012,5312437.0
2319,Solomon Islands,SLB,2012,556064.0
2320,Sierra Leone,SLE,2012,6712581.0
2321,El Salvador,SLV,2012,6237923.0
2322,San Marino,SMR,2012,32105.0
2323,Somalia,SOM,2012,12715510.0
2324,Serbia,SRB,2012,7199077.0
2325,Sub-Saharan Africa (excluding high income),SSA,2012,916382788.0
2326,South Sudan,SSD,2012,10113647.0
2327,Sub-Saharan Africa,SSF,2012,917726973.0
2328,Small states,SST,2012,36568692.0
2329,Sao Tome and Principe,STP,2012,188404.0
2330,Suriname,SUR,2012,541245.0
2331,Slovak Republic,SVK,2012,5407579.0
2332,Slovenia,SVN,2012,2057159.0
2333,Sweden,SWE,2012,9519374.0
2334,Eswatini,SWZ,2012,1079288.0
2335,Sint Maarten (Dutch part),SXM,2012,34640.0
2336,Seychelles,SYC,2012,88303.0
2337,Syrian Arab Republic,SYR,2012,20442541.0
2338,Turks and Caicos Islands,TCA,2012,34066.0
2339,Chad,TCD,2012,12784750.0
2340,East Asia & Pacific (IDA & IBRD countries),TEA,2012,1969562739.0
2341,Europe & Central Asia (IDA & IBRD countries),TEC,2012,444898523.0
2342,Togo,TGO,2012,6773807.0
2343,Thailand,THA,2012,67835957.0
2344,Tajikistan,TJK,2012,7874835.0
2345,Turkmenistan,TKM,2012,5267900.0
2346,Latin America & the Caribbean (IDA & IBRD countries),TLA,2012,587002346.0
2347,Timor-Leste,TLS,2012,1132994.0
2348,Middle East & North Africa (IDA & IBRD countries),TMN,2012,341024011.0
2349,Tonga,TON,2012,102737.0
2350,South Asia (IDA & IBRD),TSA,2012,1683747130.0
2351,Sub-Saharan Africa (IDA & IBRD countries),TSS,2012,917726973.0
2352,Trinidad and Tobago,TTO,2012,1344817.0
2353,Tunisia,TUN,2012,10847002.0
2354,Turkey,TUR,2012,74653016.0
2355,Tuvalu,TUV,2012,10739.0
2356,Tanzania,TZA,2012,47052481.0
2357,Uganda,UGA,2012,34559168.0
2358,Ukraine,UKR,2012,45593342.0
2359,Upper middle income,UMC,2012,2706458199.0
2360,Uruguay,URY,2012,3378974.0
2361,United States,USA,2012,313830990.0
2362,Uzbekistan,UZB,2012,29774500.0
2363,St. Vincent and the Grenadines,VCT,2012,108435.0
2364,"Venezuela, RB",VEN,2012,29362449.0
2365,British Virgin Islands,VGB,2012,28650.0
2366,Virgin Islands (U.S.),VIR,2012,108191.0
2367,Vietnam,VNM,2012,89802487.0
2368,Vanuatu,VUT,2012,249499.0
2369,World,WLD,2012,7085763408.0
2370,Samoa,WSM,2012,189088.0
2371,Kosovo,XKX,2012,1807106.0
2372,"Yemen, Rep.",YEM,2012,24473178.0
2373,South Africa,ZAF,2012,52834005.0
2374,Zambia,ZMB,2012,14465121.0
2375,Zimbabwe,ZWE,2012,13115131.0
2376,Aruba,ABW,2013,103159.0
2377,Afghanistan,AFG,2013,32269589.0
2378,Angola,AGO,2013,26015780.0
2379,Albania,ALB,2013,2895092.0
2380,Andorra,AND,2013,80774.0
2381,Arab World,ARB,2013,379705717.0
2382,United Arab Emirates,ARE,2013,9197910.0
2383,Argentina,ARG,2013,42202935.0
2384,Armenia,ARM,2013,2897584.0
2385,American Samoa,ASM,2013,55713.0
2386,Antigua and Barbuda,ATG,2013,91516.0
2387,Australia,AUS,2013,23128129.0
2388,Austria,AUT,2013,8479823.0
2389,Azerbaijan,AZE,2013,9416801.0
2390,Burundi,BDI,2013,9540289.0
2391,Belgium,BEL,2013,11159407.0
2392,Benin,BEN,2013,10004588.0
2393,Burkina Faso,BFA,2013,17072775.0
2394,Bangladesh,BGD,2013,152764676.0
2395,Bulgaria,BGR,2013,7265115.0
2396,Bahrain,BHR,2013,1315029.0
2397,"Bahamas, The",BHS,2013,367168.0
2398,Bosnia and Herzegovina,BIH,2013,3542605.0
2399,Belarus,BLR,2013,9465997.0
2400,Belize,BLZ,2013,345715.0
2401,Bermuda,BMU,2013,65001.0
2402,Bolivia,BOL,2013,10542376.0
2403,Brazil,BRA,2013,201035903.0
2404,Barbados,BRB,2013,284296.0
2405,Brunei Darussalam,BRN,2013,404421.0
2406,Bhutan,BTN,2013,710238.0
2407,Botswana,BWA,2013,2062536.0
2408,Central African Republic,CAF,2013,4447942.0
2409,Canada,CAN,2013,35082954.0
2410,Central Europe and the Baltics,CEB,2013,103713726.0
2411,Switzerland,CHE,2013,8089346.0
2412,Channel Islands,CHI,2013,163038.0
2413,Chile,CHL,2013,17571507.0
2414,China,CHN,2013,1357380000.0
2415,Cote d'Ivoire,CIV,2013,22087505.0
2416,Cameroon,CMR,2013,22077298.0
2417,"Congo, Dem. Rep.",COD,2013,71358807.0
2418,"Congo, Rep.",COG,2013,4622761.0
2419,Colombia,COL,2013,46497267.0
2420,Comoros,COM,2013,741505.0
2421,Cabo Verde,CPV,2013,511748.0
2422,Costa Rica,CRI,2013,4742107.0
2423,Caribbean small states,CSS,2013,7123332.0
2424,Cuba,CUB,2013,11282720.0
2425,Curacao,CUW,2013,153822.0
2426,Cayman Islands,CYM,2013,59932.0
2427,Cyprus,CYP,2013,1143866.0
2428,Czech Republic,CZE,2013,10514272.0
2429,Germany,DEU,2013,80645605.0
2430,Djibouti,DJI,2013,883293.0
2431,Dominica,DMA,2013,71016.0
2432,Denmark,DNK,2013,5614932.0
2433,Dominican Republic,DOM,2013,10048224.0
2434,Algeria,DZA,2013,38140132.0
2435,East Asia & Pacific (excluding high income),EAP,2013,2008921191.0
2436,Early-demographic dividend,EAR,2013,3037111086.0
2437,East Asia & Pacific,EAS,2013,2252046977.0
2438,Europe & Central Asia (excluding high income),ECA,2013,385088778.0
2439,Europe & Central Asia,ECS,2013,898060416.0
2440,Ecuador,ECU,2013,15707474.0
2441,"Egypt, Arab Rep.",EGY,2013,88404640.0
2442,Euro area,EMU,2013,337302113.0
2443,Eritrea,ERI,2013,
2444,Spain,ESP,2013,46620045.0
2445,Estonia,EST,2013,1317997.0
2446,Ethiopia,ETH,2013,95385785.0
2447,European Union,EUU,2013,442469471.0
2448,Fragile and conflict affected situations,FCS,2013,664904231.0
2449,Finland,FIN,2013,5438972.0
2450,Fiji,FJI,2013,865608.0
2451,France,FRA,2013,65998687.0
2452,Faroe Islands,FRO,2013,47892.0
2453,"Micronesia, Fed. Sts.",FSM,2013,105926.0
2454,Gabon,GAB,2013,1817071.0
2455,United Kingdom,GBR,2013,64128273.0
2456,Georgia,GEO,2013,3717668.0
2457,Ghana,GHA,2013,26607642.0
2458,Gibraltar,GIB,2013,33692.0
2459,Guinea,GIN,2013,10892810.0
2460,"Gambia, The",GMB,2013,1963711.0
2461,Guinea-Bissau,GNB,2013,1648257.0
2462,Equatorial Guinea,GNQ,2013,1076413.0
2463,Greece,GRC,2013,10965211.0
2464,Grenada,GRD,2013,108170.0
2465,Greenland,GRL,2013,56483.0
2466,Guatemala,GTM,2013,15043981.0
2467,Guam,GUM,2013,160407.0
2468,Guyana,GUY,2013,759285.0
2469,High income,HIC,2013,1198364441.0
2470,"Hong Kong SAR, China",HKG,2013,7178900.0
2471,Honduras,HND,2013,8798521.0
2472,Heavily indebted poor countries (HIPC),HPC,2013,679012664.0
2473,Croatia,HRV,2013,4255689.0
2474,Haiti,HTI,2013,10400673.0
2475,Hungary,HUN,2013,9893082.0
2476,IBRD only,IBD,2013,4560256590.0
2477,IDA & IBRD total,IBT,2013,6020879645.0
2478,IDA total,IDA,2013,1460623055.0
2479,IDA blend,IDB,2013,489626543.0
2480,Indonesia,IDN,2013,251806402.0
2481,IDA only,IDX,2013,970996512.0
